DATE,TAVG,TMIN,TMAX,PRCP,TAVG_anom,TMIN_anom,TMAX_anom,PRCP_anom
2020-03-01,4.62,-1.14,10.38,16.7,-0.8360000000000003,-1.1669999999999998,-0.5059999999999985,-41.06
2020-04-01,9.22,2.25,16.19,9.9,0.15100000000000158,-0.6949999999999998,0.9980000000000029,-30.0
2020-05-01,13.88,7.42,20.34,93.1,-0.3949999999999996,0.18599999999999994,-0.9740000000000002,57.029999999999994
2020-06-01,17.13,10.89,23.37,39.1,-0.5100000000000016,0.2010000000000005,-1.218,-4.559999999999995
2020-07-01,21.6,12.98,30.22,5.9,-0.607999999999997,-0.7780000000000005,-0.43799999999999883,-5.449999999999999
2020-08-01,22.1,13.49,30.7,2.1,0.1670000000000016,0.15300000000000047,0.16999999999999815,-8.24
2020-09-01,17.7,9.54,25.85,8.4,1.1219999999999999,0.5539999999999985,1.6820000000000022,-9.87
2020-10-01,9.51,3.45,15.58,43.0,-0.24900000000000055,-0.46399999999999997,-0.026999999999999247,-4.130000000000003
2020-11-01,4.11,0.31,7.91,34.8,0.5270000000000006,0.647,0.41000000000000014,-12.110000000000007
2020-12-01,1.02,-1.95,3.99,39.3,1.086,1.0329999999999997,1.1420000000000003,-12.510000000000005
2021-01-01,2.12,-0.73,4.97,64.8,2.1430000000000002,2.374,1.9149999999999996,18.099999999999994
2021-02-01,-0.2,-3.46,3.06,12.9,-1.2550000000000001,-0.4169999999999998,-2.0960000000000005,-25.310000000000002
2021-03-01,5.82,-0.76,12.41,8.9,0.3639999999999999,-0.787,1.524000000000001,-48.86000000000001
2021-04-01,9.91,2.42,17.4,4.1,0.8410000000000011,-0.5249999999999999,2.208,-35.8
2021-05-01,14.14,6.34,21.95,6.2,-0.1349999999999998,-0.8940000000000001,0.6359999999999992,-29.87
2021-06-01,22.0,13.85,30.16,15.7,4.359999999999999,3.1609999999999996,5.571999999999999,-27.959999999999997
2021-07-01,25.54,16.5,34.58,2.1,3.3320000000000007,2.741999999999999,3.9220000000000006,-9.25
2021-08-01,21.75,13.89,29.61,12.0,-0.18299999999999983,0.5530000000000008,-0.9200000000000017,1.6600000000000001
2021-09-01,17.0,9.55,24.46,43.7,0.4220000000000006,0.5640000000000001,0.2920000000000016,25.430000000000003
2021-10-01,9.87,3.85,15.88,28.8,0.11099999999999888,-0.06400000000000006,0.27300000000000146,-18.330000000000002
2021-11-01,5.59,2.0,9.17,67.3,2.007,2.337,1.67,20.389999999999993
2021-12-01,-0.95,-3.9,2.01,27.0,-0.884,-0.9170000000000003,-0.8380000000000001,-24.810000000000002
2022-01-01,-0.37,-3.12,2.38,50.0,-0.34700000000000003,-0.016000000000000014,-0.6750000000000003,3.299999999999997
2022-02-01,0.68,-4.28,5.63,20.2,-0.3750000000000001,-1.237,0.4739999999999993,-18.01
2022-03-01,6.63,1.41,11.85,28.0,1.1739999999999995,1.383,0.9640000000000004,-29.760000000000005
2022-04-01,6.52,0.61,12.42,25.1,-2.5489999999999995,-2.335,-2.7719999999999985,-14.799999999999997
2022-05-01,11.72,6.0,17.43,85.1,-2.5549999999999997,-1.234,-3.8840000000000003,49.029999999999994
2022-06-01,17.32,11.17,23.47,94.1,-0.3200000000000003,0.48099999999999987,-1.118000000000002,50.44
2022-07-01,23.53,14.82,32.25,12.5,1.3220000000000027,1.0619999999999994,1.5920000000000023,1.1500000000000004
2022-08-01,24.21,14.91,33.51,0.0,2.277000000000001,1.5730000000000004,2.979999999999997,-10.34
2022-09-01,18.5,10.09,26.91,19.6,1.9220000000000006,1.1039999999999992,2.742000000000001,1.3300000000000018
2022-10-01,12.9,5.8,20.01,14.2,3.141,1.8859999999999997,4.403000000000002,-32.93000000000001
2022-11-01,-0.67,-4.76,3.42,68.1,-4.253,-4.423,-4.08,21.18999999999999
2022-12-01,-3.13,-5.71,-0.55,67.8,-3.064,-2.7270000000000003,-3.3979999999999997,15.989999999999995
2023-01-01,0.94,-1.85,3.72,25.1,0.9629999999999999,1.254,0.665,-21.6
2023-02-01,1.01,-3.65,5.66,16.7,-0.04500000000000015,-0.6069999999999998,0.5039999999999996,-21.51
2023-03-01,3.77,-1.5,9.04,25.7,-1.6860000000000004,-1.527,-1.846,-32.06
2023-04-01,8.17,1.95,14.39,26.9,-0.8989999999999991,-0.9949999999999999,-0.8019999999999978,-13.0
2023-05-01,17.73,10.58,24.88,39.1,3.455,3.346,3.565999999999999,3.030000000000001
2023-06-01,19.65,12.23,27.08,22.7,2.009999999999998,1.5410000000000004,2.4919999999999973,-20.959999999999997
2023-07-01,23.26,14.18,32.34,1.5,1.0520000000000032,0.4219999999999988,1.6820000000000057,-9.85
2023-08-01,22.38,14.3,30.46,36.1,0.4469999999999992,0.963000000000001,-0.07000000000000028,25.76
2023-09-01,16.69,9.72,23.66,19.6,0.11200000000000188,0.734,-0.5079999999999991,1.3300000000000018
2023-10-01,10.78,4.24,17.33,8.5,1.020999999999999,0.32600000000000007,1.722999999999999,-38.63
2023-11-01,3.08,-0.55,6.7,50.8,-0.5029999999999997,-0.21299999999999997,-0.7999999999999998,3.8899999999999935
